YEAR,QUAD,SPEC,FIASP,COND,SZ2,SZ3,SZ4,SZ5,SZ6,SZ7,SZ8,SZ9
1997,7G2,0,000,0,0,0,0,0,0,0,0,0
1997,7G3,1,129,0,5,3,4,1,1,0,1,0
1997,7G3,3,012,0,5,4,4,2,0,1,0,0
1997,7G3,7,316,0,0,0,1,0,2,2,1,1
1997,7G3,5,833,0,0,0,0,0,0,0,1,0
1997,7G3,8,371,0,0,0,0,0,1,0,1,0
1997,7G3,2,097,0,0,0,1,0,0,1,0,0
1997,7G4,2,097,0,1,2,2,0,2,2,0,3
1997,7G4,3,012,0,6,2,0,0,0,0,0,0
1997,7G4,5,833,0,0,0,0,0,0,0,0,1
1997,7G4,11,531,0,0,1,0,0,0,0,0,0
1997,7G4,7,316,0,0,0,0,0,0,0,1,0
1997,7H1,7,316,0,0,0,0,1,0,0,0,0
1997,7H1,2,097,0,0,0,0,0,0,0,0,1
1997,7H1,3,012,0,2,4,1,0,0,0,0,0
1997,7H1,25,585,0,4,1,0,1,0,0,0,0
1997,7H4,5,833,0,0,1,0,0,0,0,0,0
1997,7H4,2,097,0,1,0,1,1,0,0,1,0
1997,7H4,7,316,0,0,0,1,0,3,0,2,2
1997,7H4,3,012,0,0,0,0,0,1,0,0,0
1997,8C1,1,129,0,0,0,0,1,1,0,0,0
1997,8C1,5,833,0,1,0,1,0,1,0,0,0
1997,8C2,5,833,0,0,1,0,0,0,0,2,1
1997,8C2,1,129,0,0,1,2,0,0,2,0,1
1997,8C2,7,316,0,0,0,1,0,0,0,0,0
1997,8C3,7,316,0,5,6,2,0,0,1,1,0
1997,8C3,5,833,0,3,0,1,0,1,0,2,0
1997,8C3,1,129,0,0,1,0,0,0,0,0,0
1997,8C3,5,833,0,3,0,0,0,0,1,1,0
1997,8C3,7,316,0,10,7,2,0,0,1,0,0
1997,8C3,1,129,0,0,1,0,0,0,0,1,0
1997,8C4,7,316,0,2,1,1,0,0,1,0,0
1997,8C4,3,012,0,0,0,0,0,0,0,0,1
1997,8C4,6,802,0,0,0,0,0,1,0,0,0
1997,8D1,1,129,0,0,0,0,1,0,0,0,0
1997,8D2,3,012,0,0,0,1,2,0,1,0,0
1997,8D2,1,129,0,0,0,0,0,0,1,0,0
1997,8D2,5,833,0,1,0,1,0,0,0,0,0
1997,8D3,7,316,0,1,1,0,0,0,1,0,0
1997,8D3,5,833,0,0,2,0,1,0,0,0,0
1997,8D3,3,012,0,0,0,1,0,0,0,0,0
1997,8D3,6,802,0,0,0,1,0,0,0,0,0
1997,8D3,1,129,0,0,0,0,0,0,0,1,0
1997,8D4,3,012,0,6,5,5,4,1,0,2,1
1997,8D4,6,802,0,0,0,2,0,0,0,1,0
1997,8E1,3,012,0,1,4,7,5,8,3,2,0
1997,8E1,5,833,0,1,0,0,0,0,0,0,0
1997,8E1,7,316,0,0,1,0,0,0,0,0,0
1997,8E1,6,802,0,0,0,0,1,0,1,0,0
1997,8E3,3,012,0,1,0,0,0,0,0,1,0
1997,8E3,5,833,0,3,1,1,1,0,0,0,0
1997,8F1,7,316,0,0,0,2,0,0,0,1,0
1997,8F1,3,012,0,1,2,0,0,0,1,0,0
1997,8F1,1,129,0,0,1,0,0,0,0,0,0
1997,8F1,8.1,371,0,0,1,1,0,0,0,0,0
1997,8F2,3,012,0,9,14,8,3,6,2,4,1
1997,8F2,6,802,0,0,1,0,0,0,0,0,0
1997,8F2,5,833,0,1,3,0,0,0,0,0,0
1997,8F2,7,316,0,0,0,0,0,1,1,0,0
1997,8F3,4,261,0,0,1,1,0,0,0,0,0
1997,8F3,3,012,0,9,11,6,11,5,3,1,1
1997,8F3,2,097,0,0,0,0,1,1,0,1,0
1997,8F3,7,316,0,0,0,0,0,1,0,0,0
1997,8F3,8,371,0,1,0,0,0,0,0,0,0
1997,8F3,5,833,0,0,0,1,0,0,0,0,0
1997,8F4,3,012,0,9,8,8,8,4,1,2,1
1997,8F4,5,833,0,0,1,0,0,0,0,0,0
1997,8F4,7,316,0,0,0,1,0,2,1,0,0
1997,8H1,4,261,0,2,2,0,0,0,3,1,1
1997,8H1,3,012,0,5,3,3,3,3,1,1,0
1997,8H1,5,833,0,2,0,0,0,0,0,0,0
1997,8H1,1,129,0,0,0,1,0,0,0,0,0
1997,8H1,2,097,0,1,3,1,1,0,0,0,0
1997,8H1,7,316,0,0,1,0,2,0,2,0,0
1997,8H2,3,012,0,6,1,3,0,1,2,0,0
1997,8H2,7,316,0,3,1,0,2,1,0,0,1
1997,8H2,4,261,0,1,2,0,0,0,0,0,0
1997,8H2,1,129,0,5,1,0,0,0,0,0,0
1997,8H3,7,316,0,8,3,1,2,1,0,0,0
1997,8H3,3,012,0,2,1,1,0,0,0,0,0
1997,8H3,2,097,0,2,2,1,0,0,0,0,0
1997,8H4,5,833,0,0,0,0,0,0,0,1,1
1997,8H4,7,316,0,0,1,0,1,1,0,1,0
1997,8H4,4,261,0,4,1,2,0,0,0,0,0
1997,8H4,3,012,0,0,0,0,0,0,0,0,1
1997,8H4,9,375,0,0,1,0,0,0,0,1,0
1997,8H4,2,097,0,0,0,0,0,0,0,1,0
1997,8I1,7,316,0,3,3,2,0,3,3,1,0
1997,8I1,2,097,0,0,0,0,1,0,0,0,0
1997,8I1,25,585,0,4,5,0,1,0,0,0,0
1997,8I1,4,261,0,0,0,0,0,0,0,0,2
1997,8I2,4,261,0,3,0,0,2,0,0,0,0
1997,8I2,25,585,0,0,0,2,0,1,0,0,0
1997,8I3,1,129,10,0,5,5,0,0,0,0,0
1997,8I3,4,261,0,1,0,1,2,2,0,0,0
1997,8I3,5,833,0,1,0,0,1,0,0,0,0
1997,8I3,25,585,0,3,2,1,2,0,0,0,0
1997,8I3,3,012,0,0,0,0,0,0,0,0,1
1997,8I3,7,316,0,0,0,0,0,0,1,0,0
